Comunidad autónoma de residencia;Nivel de ingresos del hogar (reducida);Gastos totales, medios, distribución e índice;Periodo;Total
09 Cataluña;Hasta 999 euros;Índice sobre la media del gmp;2015;68,67
09 Cataluña;Hasta 999 euros;Índice sobre la media del gmp;2014;70,51
09 Cataluña;Hasta 999 euros;Índice sobre la media del gmp;2013;77,35
09 Cataluña;Hasta 999 euros;Índice sobre la media del gmp;2012;74,3
09 Cataluña;Hasta 999 euros;Índice sobre la media del gmp;2011;78,69
09 Cataluña;Hasta 999 euros;Índice sobre la media del gmp;2010;83,88
09 Cataluña;Hasta 999 euros;Índice sobre la media del gmp;2009;79,43
09 Cataluña;Hasta 999 euros;Índice sobre la media del gmp;2008;80,44
09 Cataluña;Hasta 999 euros;Índice sobre la media del gmp;2007;76,38
09 Cataluña;Hasta 999 euros;Índice sobre la media del gmp;2006;79,34
09 Cataluña;De 1.000 a 1.999 euros;Gasto total;2020;23.856.187,99
09 Cataluña;De 1.000 a 1.999 euros;Gasto total;2019;26.081.272,78
09 Cataluña;De 1.000 a 1.999 euros;Gasto total;2018;25.946.269,16
09 Cataluña;De 1.000 a 1.999 euros;Gasto total;2017;25.273.417,23
09 Cataluña;De 1.000 a 1.999 euros;Gasto total;2016;27.932.868,64
09 Cataluña;De 1.000 a 1.999 euros;Gasto total;2015;29.237.628,79
09 Cataluña;De 1.000 a 1.999 euros;Gasto total;2014;27.889.239,84
09 Cataluña;De 1.000 a 1.999 euros;Gasto total;2013;25.846.507,73
09 Cataluña;De 1.000 a 1.999 euros;Gasto total;2012;27.583.066,05
09 Cataluña;De 1.000 a 1.999 euros;Gasto total;2011;27.452.060,49
09 Cataluña;De 1.000 a 1.999 euros;Gasto total;2010;28.472.176,42
09 Cataluña;De 1.000 a 1.999 euros;Gasto total;2009;25.131.686,55
09 Cataluña;De 1.000 a 1.999 euros;Gasto total;2008;23.424.644
09 Cataluña;De 1.000 a 1.999 euros;Gasto total;2007;23.750.575,86
09 Cataluña;De 1.000 a 1.999 euros;Gasto total;2006;28.062.626,1
09 Cataluña;De 1.000 a 1.999 euros;Distribución porcentual;2020;26,65
09 Cataluña;De 1.000 a 1.999 euros;Distribución porcentual;2019;25,9
09 Cataluña;De 1.000 a 1.999 euros;Distribución porcentual;2018;26,32
09 Cataluña;De 1.000 a 1.999 euros;Distribución porcentual;2017;26,83
09 Cataluña;De 1.000 a 1.999 euros;Distribución porcentual;2016;31,03
09 Cataluña;De 1.000 a 1.999 euros;Distribución porcentual;2015;32,91
09 Cataluña;De 1.000 a 1.999 euros;Distribución porcentual;2014;31,9
09 Cataluña;De 1.000 a 1.999 euros;Distribución porcentual;2013;30,03
09 Cataluña;De 1.000 a 1.999 euros;Distribución porcentual;2012;31,29
09 Cataluña;De 1.000 a 1.999 euros;Distribución porcentual;2011;30,02
09 Cataluña;De 1.000 a 1.999 euros;Distribución porcentual;2010;31,27
09 Cataluña;De 1.000 a 1.999 euros;Distribución porcentual;2009;26,5
09 Cataluña;De 1.000 a 1.999 euros;Distribución porcentual;2008;24,18
09 Cataluña;De 1.000 a 1.999 euros;Distribución porcentual;2007;25,67
09 Cataluña;De 1.000 a 1.999 euros;Distribución porcentual;2006;31,76
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por hogar;2020;23.374,84
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por hogar;2019;25.143,71
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por hogar;2018;25.532,2
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por hogar;2017;24.607,78
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por hogar;2016;25.051,05
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por hogar;2015;25.379,21
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por hogar;2014;25.177,27
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por hogar;2013;24.429,87
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por hogar;2012;25.625,26
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por hogar;2011;25.645,98
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por hogar;2010;25.506,43
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por hogar;2009;26.545,38
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por hogar;2008;27.511,08
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por hogar;2007;27.574,93
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por hogar;2006;28.960,41
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por persona;2020;11.255,68
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por persona;2019;12.166,07
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por persona;2018;12.011,48
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por persona;2017;11.439,05
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por persona;2016;11.303,47
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por persona;2015;11.559,7
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por persona;2014;10.711,14
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por persona;2013;10.657,32
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por persona;2012;11.208,64
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por persona;2011;11.002,6
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por persona;2010;10.807,49
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por persona;2009;11.264,81
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por persona;2008;11.475,05
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por persona;2007;11.693,09
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por persona;2006;11.455,7
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2020;15.761,17
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2019;16.981,2
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2018;16.839,48
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2017;16.152,3
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2016;16.122,19
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2015;16.415,16
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2014;15.597,45
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2013;15.398,34
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2012;16.208,17
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2011;15.973,16
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2010;15.764,25
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2009;16.410,55
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2008;16.863,4
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2007;17.048,71
09 Cataluña;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2006;17.097,18
09 Cataluña;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2020;94,55
09 Cataluña;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2019;90,71
09 Cataluña;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2018;90,45
09 Cataluña;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2017;88,93
09 Cataluña;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2016;91,76
09 Cataluña;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2015;94,73
09 Cataluña;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2014;89,39
09 Cataluña;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2013;90,27
09 Cataluña;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2012;94,27
09 Cataluña;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2011;89,04
09 Cataluña;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2010;87,79
09 Cataluña;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2009;87,34
09 Cataluña;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2008;86,39
09 Cataluña;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2007;90,36
09 Cataluña;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2006;90,97
09 Cataluña;De 2.000 a 2.999 euros;Gasto total;2020;26.277.475,71
09 Cataluña;De 2.000 a 2.999 euros;Gasto total;2019;30.407.017,39
09 Cataluña;De 2.000 a 2.999 euros;Gasto total;2018;30.473.792,41
09 Cataluña;De 2.000 a 2.999 euros;Gasto total;2017;28.651.561,36
09 Cataluña;De 2.000 a 2.999 euros;Gasto total;2016;26.960.106,4
09 Cataluña;De 2.000 a 2.999 euros;Gasto total;2015;24.731.443,83
09 Cataluña;De 2.000 a 2.999 euros;Gasto total;2014;25.098.819,28
09 Cataluña;De 2.000 a 2.999 euros;Gasto total;2013;26.888.463,26
09 Cataluña;De 2.000 a 2.999 euros;Gasto total;2012;26.754.283,63
09 Cataluña;De 2.000 a 2.999 euros;Gasto total;2011;28.093.735,8
09 Cataluña;De 2.000 a 2.999 euros;Gasto total;2010;25.497.095,06
09 Cataluña;De 2.000 a 2.999 euros;Gasto total;2009;28.877.204,48
09 Cataluña;De 2.000 a 2.999 euros;Gasto total;2008;31.602.096,59
09 Cataluña;De 2.000 a 2.999 euros;Gasto total;2007;32.023.044
09 Cataluña;De 2.000 a 2.999 euros;Gasto total;2006;26.831.141,25
09 Cataluña;De 2.000 a 2.999 euros;Distribución porcentual;2020;29,35
09 Cataluña;De 2.000 a 2.999 euros;Distribución porcentual;2019;30,19
09 Cataluña;De 2.000 a 2.999 euros;Distribución porcentual;2018;30,91
09 Cataluña;De 2.000 a 2.999 euros;Distribución porcentual;2017;30,41
09 Cataluña;De 2.000 a 2.999 euros;Distribución porcentual;2016;29,95
09 Cataluña;De 2.000 a 2.999 euros;Distribución porcentual;2015;27,84
09 Cataluña;De 2.000 a 2.999 euros;Distribución porcentual;2014;28,71
09 Cataluña;De 2.000 a 2.999 euros;Distribución porcentual;2013;31,24
09 Cataluña;De 2.000 a 2.999 euros;Distribución porcentual;2012;30,35
09 Cataluña;De 2.000 a 2.999 euros;Distribución porcentual;2011;30,72
09 Cataluña;De 2.000 a 2.999 euros;Distribución porcentual;2010;28
09 Cataluña;De 2.000 a 2.999 euros;Distribución porcentual;2009;30,45
09 Cataluña;De 2.000 a 2.999 euros;Distribución porcentual;2008;32,62
09 Cataluña;De 2.000 a 2.999 euros;Distribución porcentual;2007;34,61
09 Cataluña;De 2.000 a 2.999 euros;Distribución porcentual;2006;30,36
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por hogar;2020;29.927,05
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por hogar;2019;34.054,33
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por hogar;2018;35.499,89
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por hogar;2017;35.204,33
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por hogar;2016;35.592,31
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por hogar;2015;34.740,98
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por hogar;2014;35.142,7
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por hogar;2013;35.691,99
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por hogar;2012;34.566,31
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por hogar;2011;36.249,32
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por hogar;2010;37.376
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por hogar;2009;36.948,73
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por hogar;2008;38.690,09
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por hogar;2007;40.450,67
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por hogar;2006;41.162,75
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por persona;2020;11.428,93
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por persona;2019;12.541,85
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por persona;2018;13.061,47
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por persona;2017;12.752,03
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por persona;2016;12.790,04
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por persona;2015;12.178,36
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por persona;2014;12.742,47
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por persona;2013;12.430,91
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por persona;2012;12.375,88
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por persona;2011;12.678,55
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por persona;2010;12.344,14
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por persona;2009;12.639,57
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por persona;2008;13.222,87
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por persona;2007;13.222,98
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por persona;2006;13.454,77
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2020;17.191,07
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2019;19.112,22
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2018;19.971,91
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2017;19.590,68
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2016;19.688,82
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2015;18.891,34
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2014;19.536,08
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2013;19.275,97
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2012;19.027,48
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2011;19.706,37
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2010;19.458,43
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2009;19.701,22
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2008;20.532,84
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2007;20.893,03
09 Cataluña;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2006;21.175,13
09 Cataluña;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2020;96,01
09 Cataluña;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2019;93,51
09 Cataluña;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2018;98,36
09 Cataluña;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2017;99,13
09 Cataluña;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2016;103,82
09 Cataluña;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2015;99,8
09 Cataluña;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2014;106,35
09 Cataluña;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2013;105,29
09 Cataluña;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2012;104,08
09 Cataluña;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2011;102,6
09 Cataluña;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2010;100,27
09 Cataluña;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2009;98
09 Cataluña;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2008;99,55
09 Cataluña;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2007;102,18
09 Cataluña;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2006;106,85
09 Cataluña;3.000 euros o más;Gasto total;2020;33.862.015,97
09 Cataluña;3.000 euros o más;Gasto total;2019;37.883.544,2
09 Cataluña;3.000 euros o más;Gasto total;2018;34.902.960,83
09 Cataluña;3.000 euros o más;Gasto total;2017;32.447.783,71
09 Cataluña;3.000 euros o más;Gasto total;2016;26.034.259,33
09 Cataluña;3.000 euros o más;Gasto total;2015;26.309.796,28
09 Cataluña;3.000 euros o más;Gasto total;2014;24.598.806,05
09 Cataluña;3.000 euros o más;Gasto total;2013;22.541.182,74
09 Cataluña;3.000 euros o más;Gasto total;2012;23.525.776,45
09 Cataluña;3.000 euros o más;Gasto total;2011;27.279.399,29
09 Cataluña;3.000 euros o más;Gasto total;2010;27.687.982,85
09 Cataluña;3.000 euros o más;Gasto total;2009;32.601.456,08
09 Cataluña;3.000 euros o más;Gasto total;2008;33.585.309,88
09 Cataluña;3.000 euros o más;Gasto total;2007;28.035.922,54
09 Cataluña;3.000 euros o más;Gasto total;2006;23.771.565,42
09 Cataluña;3.000 euros o más;Distribución porcentual;2020;37,82
09 Cataluña;3.000 euros o más;Distribución porcentual;2019;37,62
09 Cataluña;3.000 euros o más;Distribución porcentual;2018;35,41
09 Cataluña;3.000 euros o más;Distribución porcentual;2017;34,44
09 Cataluña;3.000 euros o más;Distribución porcentual;2016;28,92
09 Cataluña;3.000 euros o más;Distribución porcentual;2015;29,61
09 Cataluña;3.000 euros o más;Distribución porcentual;2014;28,14
09 Cataluña;3.000 euros o más;Distribución porcentual;2013;26,19
09 Cataluña;3.000 euros o más;Distribución porcentual;2012;26,68
09 Cataluña;3.000 euros o más;Distribución porcentual;2011;29,83
09 Cataluña;3.000 euros o más;Distribución porcentual;2010;30,41
09 Cataluña;3.000 euros o más;Distribución porcentual;2009;34,37
09 Cataluña;3.000 euros o más;Distribución porcentual;2008;34,67
09 Cataluña;3.000 euros o más;Distribución porcentual;2007;30,3
09 Cataluña;3.000 euros o más;Distribución porcentual;2006;26,9
09 Cataluña;3.000 euros o más;Gasto medio por hogar;2020;42.289,85
09 Cataluña;3.000 euros o más;Gasto medio por hogar;2019;51.419,71
09 Cataluña;3.000 euros o más;Gasto medio por hogar;2018;49.777,34
09 Cataluña;3.000 euros o más;Gasto medio por hogar;2017;51.186,65
09 Cataluña;3.000 euros o más;Gasto medio por hogar;2016;49.134,66
09 Cataluña;3.000 euros o más;Gasto medio por hogar;2015;49.487,29
09 Cataluña;3.000 euros o más;Gasto medio por hogar;2014;50.307,67
09 Cataluña;3.000 euros o más;Gasto medio por hogar;2013;47.939,87
09 Cataluña;3.000 euros o más;Gasto medio por hogar;2012;48.437,42
09 Cataluña;3.000 euros o más;Gasto medio por hogar;2011;51.428,4
09 Cataluña;3.000 euros o más;Gasto medio por hogar;2010;51.535,16
09 Cataluña;3.000 euros o más;Gasto medio por hogar;2009;53.082,36
09 Cataluña;3.000 euros o más;Gasto medio por hogar;2008;54.768,77
09 Cataluña;3.000 euros o más;Gasto medio por hogar;2007;54.794,78
09 Cataluña;3.000 euros o más;Gasto medio por hogar;2006;53.707,64
09 Cataluña;3.000 euros o más;Gasto medio por persona;2020;13.256,95
09 Cataluña;3.000 euros o más;Gasto medio por persona;2019;16.189,85
09 Cataluña;3.000 euros o más;Gasto medio por persona;2018;15.628,93
09 Cataluña;3.000 euros o más;Gasto medio por persona;2017;15.859,89
09 Cataluña;3.000 euros o más;Gasto medio por persona;2016;14.997,05
09 Cataluña;3.000 euros o más;Gasto medio por persona;2015;15.490,19
09 Cataluña;3.000 euros o más;Gasto medio por persona;2014;15.784,64
09 Cataluña;3.000 euros o más;Gasto medio por persona;2013;14.828,8
09 Cataluña;3.000 euros o más;Gasto medio por persona;2012;14.467,26
09 Cataluña;3.000 euros o más;Gasto medio por persona;2011;15.134,93
09 Cataluña;3.000 euros o más;Gasto medio por persona;2010;15.503,22
09 Cataluña;3.000 euros o más;Gasto medio por persona;2009;16.028,85
09 Cataluña;3.000 euros o más;Gasto medio por persona;2008;16.081,58
09 Cataluña;3.000 euros o más;Gasto medio por persona;2007;15.448,79
09 Cataluña;3.000 euros o más;Gasto medio por persona;2006;14.832,65
